,
POINT (-73.96203312283195 40.7048430058266),118341,08/04/2015 12:00:00 AM +0000,216903,16,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,109 ROSS STREET,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK72,Williamsburg,3054500,New York,40.7048430058,-73.9620331228,994776.722045,196072.071816,
POINT (-73.96534756500057 40.70555966537167),174722,08/25/2015 12:00:00 AM +0000,217167,10,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,2 JULIANA PLACE,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK72,Williamsburg,3054500,New York,40.7055596654,-73.965347565,993857.654329,196332.791439,
POINT (-73.96530377437955 40.705747716802776),173882,08/25/2015 12:00:00 AM +0000,217166,15,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,1or2,None,Damage,Volunteer,Yes,No,No,No,No,No,No,No,No,4 JULIANA PLACE,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK72,Williamsburg,3054500,New York,40.7057477168,-73.9653037744,993869.768478,196401.309019,
POINT (-73.96534008570639 40.705781849923426),173881,08/25/2015 12:00:00 AM +0000,217166,6,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,1or2,None,Damage,Volunteer,Yes,No,No,No,No,No,No,No,No,8 JULIANA PLACE,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK72,Williamsburg,3054500,New York,40.7057818499,-73.9653400857,993859.695992,196413.740752,
POINT (-73.965378665571 40.705818115225455),173880,08/25/2015 12:00:00 AM +0000,217166,11,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,1or2,None,NoDamage,Volunteer,Yes,No,No,No,No,No,No,No,No,10 JULIANA PLACE,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK72,Williamsburg,3054500,New York,40.7058181152,-73.9653786656,993848.994241,196426.949059,
POINT (-73.96504863432317 40.70669775031682),173868,08/25/2015 12:00:00 AM +0000,217166,13,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,1or2,None,Damage,Volunteer,Yes,No,No,No,No,No,No,No,No,77 MORTON STREET,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK72,Williamsburg,3054500,New York,40.7066977503,-73.9650486343,993940.369715,196747.462854,
POINT (-73.9505597104906 40.716756219694936),153906,08/17/2015 12:00:00 AM +0000,218292,11,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,Yes,No,No,No,No,No,No,No,No,243 MEEKER AVENUE,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3051500,New York,40.7167562197,-73.9505597105,997955.398102,200414.002437,
POINT (-73.95123195587111 40.718131494498984),153366,08/17/2015 12:00:00 AM +0000,218425,21,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,1or2,None,Damage,Volunteer,Yes,No,No,No,No,No,No,No,No,24 RICHARDSON STREET,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3051500,New York,40.7181314945,-73.9512319559,997768.765273,200914.952551,
POINT (-73.9567116261365 40.71669524277313),61279,07/12/2015 12:00:00 AM +0000,218246,8,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,Damage,Volunteer,Yes,No,No,No,No,No,No,No,No,567 DRIGGS AVENUE,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3051900,New York,40.7166952428,-73.9567116261,996250.029794,200390.884045,
POINT (-73.955494534862 40.71742621180351),139235,08/12/2015 12:00:00 AM +0000,218369,7,0,OnCurb,Alive,Poor,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,199 NORTH  8 STREET,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3051900,New York,40.7174262118,-73.9554945349,996587.286009,200657.367436,
POINT (-73.95570905026074 40.71762557652211),139045,08/12/2015 12:00:00 AM +0000,218370,10,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,Yes,No,No,No,No,No,No,No,No,197 NORTH  8 STREET,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3051900,New York,40.7176255765,-73.9557090503,996527.783831,200729.971949,
POINT (-73.95566268259216 40.717669056915454),139046,08/12/2015 12:00:00 AM +0000,218370,4,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,Yes,No,No,No,No,No,No,No,No,197 NORTH  8 STREET,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3051900,New York,40.7176690569,-73.9556626826,996540.629278,200745.819687,
POINT (-73.95538265034234 40.71793164193597),139048,08/12/2015 12:00:00 AM +0000,218370,7,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,3or4,Harmful,Damage,Volunteer,Yes,No,No,No,No,No,No,No,No,505 DRIGGS AVENUE,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3051900,New York,40.7179316419,-73.9553826503,996618.207535,200841.526844,
POINT (-73.95531400593022 40.71799600988832),139049,08/12/2015 12:00:00 AM +0000,218370,4,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,1or2,Harmful,Damage,Volunteer,Yes,No,No,No,No,No,No,No,No,206 NORTH  9 STREET,11211,Brooklyn,301,3,Brooklyn,33,50,18,BK73,North Side-South Side,3051900,New York,40.7179960099,-73.9553140059,996637.224229,200864.987755,
POINT (-73.95753818678584 40.73208880416303),122970,08/06/2015 12:00:00 AM +0000,216396,13,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,75 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7320888042,-73.9575381868,996018.179208,205999.121516,
POINT (-73.95753818678584 40.73208880416303),122970,08/06/2015 12:00:00 AM +0000,216396,13,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,75 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7320888042,-73.9575381868,996018.179208,205999.121516,
POINT (-73.95734341125815 40.73210728895184),122969,08/06/2015 12:00:00 AM +0000,216396,19,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,Helpful,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,77 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.732107289,-73.9573434113,996072.157446,206005.882329,
POINT (-73.95734341125815 40.73210728895184),122969,08/06/2015 12:00:00 AM +0000,216396,19,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,Helpful,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,77 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.732107289,-73.9573434113,996072.157446,206005.882329,
POINT (-73.9572352822987 40.73211754976142),122968,08/06/2015 12:00:00 AM +0000,216396,9,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,79 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321175498,-73.9572352823,996102.123265,206009.635275,
POINT (-73.9572352822987 40.73211754976142),122968,08/06/2015 12:00:00 AM +0000,216396,9,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,79 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321175498,-73.9572352823,996102.123265,206009.635275,
POINT (-73.95712571965166 40.73212794681296),122967,08/06/2015 12:00:00 AM +0000,216396,19,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,Damage,Volunteer,No,No,No,No,No,No,No,No,No,83 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321279468,-73.9571257197,996132.486394,206013.438088,
POINT (-73.95712571965166 40.73212794681296),122967,08/06/2015 12:00:00 AM +0000,216396,19,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,Damage,Volunteer,No,No,No,No,No,No,No,No,No,83 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321279468,-73.9571257197,996132.486394,206013.438088,
POINT (-73.95687365807109 40.73215186744505),122965,08/06/2015 12:00:00 AM +0000,216396,18,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,87 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321518674,-73.9568736581,996202.340257,206022.187415,
POINT (-73.95687365807109 40.73215186744505),122965,08/06/2015 12:00:00 AM +0000,216396,18,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,87 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321518674,-73.9568736581,996202.340257,206022.187415,
POINT (-73.95676409649498 40.73216226415294),122964,08/06/2015 12:00:00 AM +0000,216396,15,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,91 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321622642,-73.9567640965,996232.703057,206025.990229,
POINT (-73.95676409649498 40.73216226415294),122964,08/06/2015 12:00:00 AM +0000,216396,15,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,91 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321622642,-73.9567640965,996232.703057,206025.990229,
POINT (-73.95658435794805 40.7321793196934),122963,08/06/2015 12:00:00 AM +0000,216396,18,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,None,None,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,93 INDIA STREET,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3056300,New York,40.7321793197,-73.9565843579,996282.513981,206032.228733,
